0,1535988392084,0.05204409973601881
500,1535988392555,0.004245553710484993
1000,1535988393000,0.004201589446910714
1500,1535988393457,0.0042018528513447055
2000,1535988393947,0.004160692290511769
2500,1535988394407,0.0041401371708465395
3000,1535988394871,0.004122061361921232
3500,1535988395371,0.0041048407520045335
4000,1535988395879,0.004101585755518058
4500,1535988396402,0.004103808759237981
5000,1535988396868,0.004054585526589559
5500,1535988397319,0.0040741929695425365
6000,1535988397798,0.004028232487087724
6500,1535988398269,0.003994375789919098
7000,1535988398722,0.0039784275094864605
7500,1535988399232,0.003928287554300941
8000,1535988399699,0.003933503566824094
8500,1535988400171,0.00384185124639477
9000,1535988400653,0.0027313653932362226
9500,1535988401156,6.894948375048992e-4
10000,1535988401694,5.107869238715462e-4
10500,1535988402201,4.2830289121157414e-4
11000,1535988402691,3.894804918466673e-4
11500,1535988403153,3.50331334610184e-4
12000,1535988403649,3.324175031375229e-4
12500,1535988404119,3.0269185920193194e-4
13000,1535988404587,2.9043289176731e-4
13500,1535988405099,2.771137599195249e-4
14000,1535988405576,2.6936248495907836e-4
14500,1535988406037,2.631651776292491e-4
15000,1535988406499,2.5925509622120023e-4
15500,1535988406983,2.61047881356516e-4
16000,1535988407439,2.6149823994095484e-4
16500,1535988407907,2.5072711170276223e-4
17000,1535988408402,2.507984398726459e-4
17500,1535988408896,2.4456396269036346e-4
18000,1535988409391,2.484201080763959e-4
18500,1535988409886,2.4471999787338956e-4
19000,1535988410353,2.4245834703586164e-4
19500,1535988410801,2.3985160063229026e-4
20000,1535988411253,2.4199792629880156e-4
20500,1535988411750,2.4403587092661612e-4
21000,1535988412253,2.395473503938256e-4
21500,1535988412716,2.4073344747517386e-4
22000,1535988413190,2.390827513623596e-4
22500,1535988413658,2.3541423615023742e-4
23000,1535988414101,2.3530299126585234e-4
23500,1535988414575,2.3409308910736488e-4
24000,1535988415094,2.379535265520533e-4
24500,1535988415575,2.3738023768704605e-4
25000,1535988416091,2.3533002435258918e-4
25500,1535988416568,2.341311392256427e-4
26000,1535988417071,2.3227300627952095e-4
26500,1535988417585,2.347468602527905e-4
27000,1535988418057,2.3614738762891478e-4
27500,1535988418534,2.357484897085467e-4
28000,1535988419006,2.3181801005471597e-4
28500,1535988419495,2.3042793989091662e-4
29000,1535988419920,2.3196918345396356e-4
29500,1535988420392,2.3638481817785437e-4
30000,1535988420925,2.3081613188365944e-4
30500,1535988421402,2.320733049890314e-4
31000,1535988421906,2.3778363865820316e-4
31500,1535988422373,2.313868444364186e-4
32000,1535988422825,2.3297917586242677e-4
32500,1535988423287,2.3085052316198593e-4
33000,1535988423769,2.361626017477617e-4
33500,1535988424231,2.323021346960276e-4
34000,1535988424760,2.3242725118629892e-4
34500,1535988425224,2.2876035791652533e-4
35000,1535988425689,2.3090011237079531e-4
35500,1535988426175,2.292790385193306e-4
36000,1535988426641,2.3529321495332106e-4
36500,1535988427136,2.294715540997381e-4
37000,1535988427597,2.3153374109200097e-4
37500,1535988428108,2.27872986046206e-4
38000,1535988428584,2.320632142290086e-4
38500,1535988429031,2.3010845756484785e-4
39000,1535988429538,2.310728081411217e-4
39500,1535988429990,2.2815437203155668e-4
40000,1535988430463,2.3163074307946298e-4
40500,1535988430957,2.323244387192594e-4
41000,1535988431441,2.296793001709059e-4
41500,1535988431979,2.3452260727552438e-4
42000,1535988432474,2.2982002922194544e-4
42500,1535988432954,2.2734370884859982e-4
43000,1535988433421,2.3242232177821007e-4
43500,1535988433909,2.3509578560726376e-4
44000,1535988434404,2.3010998165317193e-4
44500,1535988434898,2.2977193747186569e-4
45000,1535988435361,2.3007386062470406e-4
45500,1535988435867,2.284694478635358e-4
46000,1535988436364,2.3190674361727408e-4
46500,1535988436850,2.2790581461023523e-4
47000,1535988437372,2.286583085277639e-4
47500,1535988437871,2.3006158155016462e-4
48000,1535988438400,2.2838546957724696e-4
48500,1535988438869,2.2951734181231198e-4
49000,1535988439361,2.2882162446068743e-4
49500,1535988439840,2.2873333069203417e-4
50000,1535988440309,2.2981815891761907e-4
50500,1535988440823,2.3019074766745046e-4
51000,1535988441333,2.2933697352605617e-4
51500,1535988441822,2.3152828134584955e-4
52000,1535988442331,2.2981599192451244e-4
52500,1535988442808,2.3153376291124266e-4
53000,1535988443285,2.2811982235922682e-4
53500,1535988443737,2.2830647285178792e-4
54000,1535988444215,2.3151637586249672e-4
54500,1535988444671,2.277336349870243e-4
55000,1535988445198,2.2883693277046173e-4
55500,1535988445726,2.2941385950602444e-4
56000,1535988446212,2.303447794963337e-4
56500,1535988446731,2.2785912522714613e-4
57000,1535988447260,2.3027395122552995e-4
57500,1535988447757,2.300328260061788e-4
58000,1535988448285,2.2741767061295085e-4
58500,1535988448811,2.300270016610402e-4
59000,1535988449280,2.3039974328941393e-4
59500,1535988449784,2.2739663007514583e-4
60000,1535988450253,2.2827191711758047e-4
60500,1535988450752,2.2940770253592868e-4
61000,1535988451244,2.2843477470712935e-4
61500,1535988451691,2.2822611469334694e-4
62000,1535988452166,2.2819479573578716e-4
62500,1535988452604,2.2826162599387254e-4
63000,1535988453082,2.2825322152945086e-4
63500,1535988453551,2.300761348757954e-4
64000,1535988454016,2.281129368410583e-4
64500,1535988454520,2.3040080507630937e-4
65000,1535988455023,2.314763615856765e-4
65500,1535988455507,2.2850006464754196e-4
66000,1535988455974,2.2859949248235368e-4
66500,1535988456486,2.2700931425923644e-4
67000,1535988456970,2.2669461830369136e-4
67500,1535988457462,2.2790655946111784e-4
68000,1535988457963,2.2717915779317681e-4
68500,1535988458436,2.2734338409925676e-4
69000,1535988458899,2.2809077878179038e-4
69500,1535988459380,2.292551211830258e-4
70000,1535988459855,2.2612146616273008e-4
70500,1535988460288,2.2711764758608265e-4
71000,1535988460726,2.271012049968957e-4
71500,1535988461190,2.3034698350147222e-4
72000,1535988461639,2.272853242617509e-4
72500,1535988462109,2.2717777501455065e-4
73000,1535988462581,2.279649334116753e-4
73500,1535988463066,2.286913781913264e-4
74000,1535988463584,2.2844485084122707e-4
74500,1535988464066,2.2682839541429507e-4
75000,1535988464549,2.277611293292152e-4
75500,1535988465090,2.2795240433852757e-4
76000,1535988465609,2.2774907210057358e-4
76500,1535988466085,2.3054079372392266e-4
77000,1535988466594,2.2757393945599584e-4
77500,1535988467102,2.2801462140671516e-4
78000,1535988467629,2.2732843290221118e-4
78500,1535988468102,2.2632467926974825e-4
79000,1535988468627,2.2719425867621617e-4
79500,1535988469113,2.2808982968638937e-4
80000,1535988469617,2.273389765969331e-4
80500,1535988470086,2.277341031643235e-4
81000,1535988470557,2.276238110131122e-4
81500,1535988471011,2.2882309935644962e-4
82000,1535988471459,2.266023594400634e-4
82500,1535988471968,2.2852523054572526e-4
83000,1535988472490,2.264947437205255e-4
83500,1535988473016,2.2731049034865032e-4
84000,1535988473513,2.2981950479601188e-4
84500,1535988474004,2.3136605193772568e-4
85000,1535988474468,2.3122263455359243e-4
85500,1535988474917,2.2698797520359493e-4
