0,1536144883821,0.006412422769806818
500,1536144884693,0.0016747416697655499
1000,1536144885550,0.001947958657259336
1500,1536144886408,0.0017180131935514383
2000,1536144887264,0.0017267946336293647
2500,1536144888120,0.0018258622668777076
3000,1536144888974,0.0016846678963584655
3500,1536144889826,0.0016304478392204955
4000,1536144890688,0.0016800318532504172
4500,1536144891542,0.0016972324195284056
5000,1536144892396,0.001634564620311885
5500,1536144893249,0.0016981214161406065
6000,1536144894115,0.0017197312970036818
6500,1536144894977,0.0017500113902790227
7000,1536144895836,0.0017391025785675667
7500,1536144896691,0.001765862177016188
8000,1536144897550,0.0017259574825113145
8500,1536144898409,0.0026014262815076913
9000,1536144899271,0.0019920888402860893
9500,1536144900123,0.003067049864099354
10000,1536144900981,0.0016860136923472664
10500,1536144901833,0.0018271523328334688
11000,1536144902690,0.0017464836994140471
11500,1536144903550,0.0017802593941655806
12000,1536144904406,0.0021012700333734617
12500,1536144905262,0.0016925835134096417
13000,1536144906116,0.001768450545950602
13500,1536144906970,0.0019629351904991723
14000,1536144907832,0.0018057477328823823
14500,1536144908687,0.0017787258426506078
15000,1536144909541,0.0017456702831397562
15500,1536144910398,0.0018227705994440645
16000,1536144911255,0.0020799152988510454
16500,1536144912108,0.0016364758820760885
17000,1536144912963,0.0018550092024660274
17500,1536144913817,0.0016886148960720574
18000,1536144914674,0.0018614616713041683
18500,1536144915529,0.001709416164125838
19000,1536144916390,0.0016754270441177357
19500,1536144917246,0.0016683455875292756
20000,1536144918108,0.0016524743000672238
20500,1536144918966,0.0016580868246774802
21000,1536144919825,0.001650248863174925
21500,1536144920683,0.001822667702538561
22000,1536144921539,0.0023756447599380835
22500,1536144922397,0.00173769287161474
23000,1536144923258,0.002100916098821572
23500,1536144924114,0.0016983831283018834
24000,1536144924971,0.0018108746502844086
24500,1536144925832,0.0016578026276531212
25000,1536144926689,0.0016481144246163167
25500,1536144927552,0.001770614791843883
26000,1536144928407,0.001684162872614957
26500,1536144929261,0.0017110426408055827
27000,1536144930122,0.0016481737185844033
27500,1536144930984,0.0017781583859895248
28000,1536144931846,0.0018069533438081042
28500,1536144932704,0.0017660977694406773
29000,1536144933568,0.001696933645667966
29500,1536144934434,0.0017129584454646189
30000,1536144935296,0.0016966420703945712
30500,1536144936156,0.0017093770132103729
